point_timestamp,point_value
2000-02-01,2
2000-03-01,3
2000-04-01,2
2000-05-01,3
2000-06-01,2
2000-07-01,2
2000-08-01,7
2000-09-01,5
2000-10-01,2
2000-11-01,9
2000-12-01,10
2001-01-01,4
2001-02-01,15
2001-03-01,11
2001-04-01,16
2001-05-01,17
2001-06-01,17
2001-07-01,24
2001-08-01,15
2001-09-01,13
2001-10-01,16
2001-11-01,17
2001-12-01,21
2002-01-01,19
2002-02-01,17
2002-03-01,24
2002-04-01,36
2002-05-01,22
2002-06-01,23
2002-07-01,36
2002-08-01,25
2002-09-01,41
2002-10-01,25
2002-11-01,46
2002-12-01,44
2003-01-01,36
2003-02-01,54
2003-03-01,64
2003-04-01,66
2003-05-01,46
2003-06-01,54
2003-07-01,59
2003-08-01,71
2003-09-01,76
2003-10-01,76
2003-11-01,93
2003-12-01,107
2004-01-01,75
2004-02-01,104
2004-03-01,75
2004-04-01,101
2004-05-01,121
2004-06-01,96
2004-07-01,95
2004-08-01,131
2004-09-01,113
2004-10-01,111
2004-11-01,139
2004-12-01,134
2005-01-01,123
2005-02-01,115
2005-03-01,159
2005-04-01,157
2005-05-01,130
2005-06-01,145
2005-07-01,124
2005-08-01,149
2005-09-01,153
2005-10-01,103
2005-11-01,124
2005-12-01,97
2006-01-01,118
2006-02-01,121
2006-03-01,130
2006-04-01,149
2006-05-01,150
2006-06-01,156
2006-07-01,172
2006-08-01,173
2006-09-01,144
2006-10-01,149
2006-11-01,150
2006-12-01,170
2007-01-01,133
2007-02-01,145
2007-03-01,171
2007-04-01,197
2007-05-01,178
2007-06-01,187
2007-07-01,155
2007-08-01,159
2007-09-01,155
2007-10-01,157
2007-11-01,181
2007-12-01,189
2008-01-01,161
2008-02-01,138
2008-03-01,175
2008-04-01,219
2008-05-01,229
2008-06-01,191
2008-07-01,195
2008-08-01,177
2008-09-01,185
2008-10-01,153
2008-11-01,210
2008-12-01,223
2009-01-01,200
2009-02-01,183
2009-03-01,172
2009-04-01,196
2009-05-01,174
2009-06-01,200
2009-07-01,173
2009-08-01,214
2009-09-01,215
2009-10-01,191
2009-11-01,166
2009-12-01,193
2010-01-01,146
2010-02-01,140
2010-03-01,170
2010-04-01,203
2010-05-01,165
2010-06-01,193
2010-07-01,170
2010-08-01,175
2010-09-01,212
2010-10-01,135
2010-11-01,188
2010-12-01,199
2011-01-01,159
