point_timestamp,point_value
2007-09-30,441854
2008-03-31,441854
2008-06-30,441854
2008-09-30,451583
2008-12-31,440256
2009-03-31,442566
2009-06-30,446113
2009-09-30,440123
2009-12-31,442131
2010-03-31,459222
2010-06-30,456822
2010-09-30,457806
2010-12-31,459109
2011-03-31,460758
2011-06-30,464788
2011-09-30,467546
2011-12-31,470333
2012-03-31,470365
2012-06-30,469149
2012-09-30,465919
2012-12-31,463090
2013-03-31,451077
2013-06-30,451516
2013-09-30,454270
2013-12-31,456548
2014-03-31,469920
2014-06-30,472726
2014-09-30,475326
2014-12-31,478413
2015-03-31,478398
2015-06-30,477238
2015-09-30,477330
2015-12-31,479010
2016-03-31,482440
2016-06-30,486436
2016-09-30,489104
2016-12-31,491152
2017-03-31,494544
2017-06-30,498846
2017-09-30,504592
2017-12-31,506578
2018-03-31,507248
2018-06-30,506116
2018-09-30,504318
2018-12-31,506001
2019-03-31,496133
2019-06-30,500158
2019-09-30,510712
2007-03-31,421291
2007-06-30,421291
2007-09-30,421291
2007-12-31,421291
2008-03-31,416031
2008-06-30,419628
2008-09-30,423811
2008-12-31,426488
2009-03-31,437724
2009-06-30,444351
2009-09-30,449742
2009-12-31,457394
2010-03-31,466433
2010-06-30,474590
2010-09-30,483176
2010-12-31,491715
2011-03-31,498022
2011-06-30,503891
2011-09-30,507090
2011-12-31,507744
2012-03-31,507449
2012-06-30,507014
2012-09-30,506615
2012-12-31,506615
2013-03-31,506380
2013-06-30,505739
2013-09-30,505823
2013-12-31,506406
2014-03-31,508499
2014-06-30,512374
2014-09-30,516618
2014-12-31,522103
2015-03-31,528926
2015-06-30,534927
2015-09-30,542051
2015-12-31,549278
2016-03-31,556586
2016-06-30,564267
2016-09-30,572582
2016-12-31,581485
2017-03-31,590949
2017-06-30,601041
2017-09-30,609355
2017-12-31,615743
2018-03-31,619638
2018-06-30,622466
2018-09-30,624602
2018-12-31,626608
2019-03-31,628423
2019-06-30,630814
2019-09-30,631875
2007-03-31,548969
2007-06-30,548969
2007-09-30,548969
2007-12-31,548969
2008-03-31,552484
2008-06-30,559580
2008-09-30,561852
2008-12-31,565467
2009-03-31,569682
2009-06-30,574680
2009-09-30,579369
2009-12-31,588379
2010-03-31,599614
2010-06-30,608528
2010-09-30,615603
2010-12-31,623105
2011-03-31,628969
2011-06-30,634155
2011-09-30,636582
2011-12-31,637421
2012-03-31,635411
2012-06-30,633695
2012-09-30,634803
2012-12-31,633875
2013-03-31,634229
2013-06-30,635515
2013-09-30,636687
2013-12-31,641125
2014-03-31,648174
2014-06-30,655757
2014-09-30,664635
2014-12-31,673762
2015-03-31,684006
2015-06-30,694800
2015-09-30,706711
2015-12-31,718261
2016-03-31,727736
2016-06-30,737159
2016-09-30,745430
2016-12-31,755683
2017-03-31,771216
2017-06-30,789732
2017-09-30,810694
2017-12-31,828058
2018-03-31,836056
2018-06-30,837295
2018-09-30,830727
2018-12-31,820924
2019-03-31,811121
2019-06-30,803925
2019-09-30,791446
2007-09-30,735904
2007-12-31,735904
2008-03-31,735904
2008-06-30,735904
2008-09-30,758340
2008-12-31,764025
2009-03-31,770046
2009-06-30,765555
2009-09-30,765515
2009-12-31,771280
2010-03-31,773355
2010-06-30,776325
2010-09-30,772699
2010-12-31,775199
2011-03-31,778470
2011-06-30,789627
2011-09-30,789614
2011-12-31,790965
2012-03-31,794533
2012-06-30,792171
2012-09-30,800432
2012-12-31,804474
2013-03-31,807826
2013-06-30,812224
2013-09-30,805066
2013-12-31,805682
2014-03-31,811908
2014-06-30,820368
2014-09-30,843904
2014-12-31,855039
2015-03-31,866489
2015-06-30,880625
2015-09-30,891981
2015-12-31,909131
2016-03-31,923594
2016-06-30,933589
2016-09-30,952327
2016-12-31,968331
2017-03-31,980953
2017-06-30,995349
2017-09-30,1004117
2017-12-31,1010848
2018-03-31,1015529
2018-06-30,1017752
2018-09-30,1007114
2018-12-31,1002323
2019-03-31,998136
2019-06-30,995363
2019-09-30,970268
2007-12-31,326076
2008-03-31,326076
2008-06-30,326076
2008-09-30,326076
2008-12-31,327321
2009-03-31,324712
2009-06-30,323556
2009-09-30,318922
2009-12-31,316914
2010-03-31,316751
2010-06-30,317711
2010-09-30,318695
2010-12-31,324778
2011-03-31,329856
2011-06-30,333049
2011-09-30,337144
2011-12-31,337400
2012-03-31,339125
2012-06-30,341807
2012-09-30,344793
2012-12-31,347754
2013-03-31,348491
2013-06-30,348512
2013-09-30,347962
2013-12-31,345573
2014-03-31,343298
2014-06-30,341289
2014-09-30,338293
2014-12-31,336520
2015-03-31,334488
2015-06-30,332703
2015-09-30,330278
2015-12-31,328300
2016-03-31,326476
2016-06-30,324725
2016-09-30,325127
2016-12-31,325521
2017-03-31,327870
2017-06-30,330319
2017-09-30,332481
2017-12-31,334804
2018-03-31,336637
2018-06-30,338105
2018-09-30,339220
2018-12-31,339350
2019-03-31,337838
2019-06-30,336551
2019-09-30,335449
2007-06-30,368817
2007-09-30,368817
2007-12-31,368817
2008-03-31,368817
2008-06-30,373482
2008-09-30,377481
2008-12-31,382010
2009-03-31,380810
2009-06-30,385791
2009-09-30,391161
2009-12-31,396448
2010-03-31,402898
2010-06-30,408608
2010-09-30,412509
2010-12-31,415991
2011-03-31,417970
2011-06-30,419777
2011-09-30,421158
2011-12-31,423144
2012-03-31,424673
2012-06-30,424249
2012-09-30,425453
2012-12-31,425922
2013-03-31,425751
2013-06-30,426621
2013-09-30,428398
2013-12-31,428365
2014-03-31,429283
2014-06-30,429361
2014-09-30,428911
2014-12-31,429832
2015-03-31,431567
2015-06-30,432730
2015-09-30,432791
2015-12-31,432801
2016-03-31,431418
2016-06-30,430880
2016-09-30,430654
2016-12-31,430308
2017-03-31,429897
2017-06-30,429059
2017-09-30,428878
2017-12-31,428532
2018-03-31,427856
2018-06-30,427623
2018-09-30,426970
2018-12-31,426936
2019-03-31,426669
2019-06-30,425659
2019-09-30,424412
2007-09-30,518911
2007-12-31,518911
2008-03-31,518911
2008-06-30,518911
2008-09-30,518911
