point_timestamp,point_value
2015-01-01,16010072.1195
2015-01-02,15807587.449808
2015-01-03,22047146.023644
2015-01-04,18814583.29428
2015-01-05,14021479.611678
2015-01-06,16783928.522112
2015-01-07,19161892.194872
2015-01-08,15204984.296742
2015-01-09,20603939.9751
2015-01-10,20992874.780136
2015-01-11,14993369.65763
2015-01-12,27791807.639848
2016-01-01,28601586.496
2016-01-02,22367074.065584
2016-01-03,29738608.568
2016-01-04,28351007.9388
2016-01-05,15264603.734865
2016-01-06,24385658.077056
2016-01-07,29486517.069955
2016-01-08,15270117.2565
2016-01-09,36141027.562
2016-01-10,27915143.655
2016-01-11,21272049.3454
2016-01-12,42014159.88396
2017-01-01,36007380.67
2017-01-02,30396775.3784
2017-01-03,47678130.72603
2017-01-04,27013964.728324
2017-01-05,24948844.698
2017-01-06,31101345.543
2017-01-07,33848822.228544
2017-01-08,16454666.958
2017-01-09,31650092.652
2017-01-10,31572205.6224
2017-01-11,22446371.0268
2017-01-12,44966125.7696
2018-01-01,44067520.858
2018-01-02,36020287.1553
2018-01-03,46995990.4125
2018-01-04,35536487.6848
2018-01-05,29699599.176
2018-01-06,33261065.3886
2018-01-07,35826534.9072
2018-01-08,23268655.2112
2018-01-09,35423489.85
2018-01-10,39831565.6974
2018-01-11,32999145.2096
2018-01-12,47221828.2018
2019-01-01,36459960.091485
2019-01-02,36546498.663015
2019-01-03,54198706.7196
2019-01-04,32743989.6056
2019-01-05,32531657.5397
2019-01-06,47709701.6346
2019-01-07,45992141.57398
2019-01-08,36933665.022
2019-01-09,48526260.1344
2019-01-10,44160416.1824
2019-01-11,36374956.4944
2019-01-12,58756473.6608
2020-01-01,56288300.87
2020-01-02,40225243.264
2020-01-03,50022165.2325
2020-01-04,52320692.9428
