point_timestamp,point_value
2019-01-01,892
2019-01-02,875
2019-01-03,884
2019-01-04,868
2019-01-05,853
2019-01-06,874
2019-01-07,886
2019-01-08,870
2019-01-09,886
2019-01-10,871
2019-01-11,879
2019-01-12,871
2019-01-13,879
2019-01-14,877
2019-01-15,873
2019-01-16,895
2019-01-17,879
2019-01-18,867
2019-01-19,861
2019-01-20,851
2019-01-21,878
2019-01-22,875
2019-01-23,871
2019-01-24,858
2019-01-25,864
2019-01-26,848
2019-01-27,854
2019-01-28,848
2019-01-29,868
2019-01-30,869
2019-01-31,868
2019-02-01,951
2019-02-02,955
2019-02-03,935
2019-02-04,964
2019-02-05,983
2019-02-06,993
2019-02-07,991
2019-02-08,942
2019-02-09,950
2019-02-10,944
2019-02-11,975
2019-02-12,980
2019-02-13,985
2019-02-14,957
2019-02-15,937
2019-02-16,923
2019-02-17,944
2019-02-18,959
2019-02-19,965
2019-02-20,971
2019-02-21,954
2019-02-22,941
2019-02-23,926
2019-02-24,955
2019-02-25,945
2019-02-26,979
2019-02-27,978
2019-02-28,965
2019-03-01,1012
2019-03-02,1026
2019-03-03,996
2019-03-04,1011
2019-03-05,973
2019-03-06,993
2019-03-07,994
2019-03-08,1001
2019-03-09,1017
2019-03-10,1006
2019-03-11,989
2019-03-12,995
2019-03-13,1006
2019-03-14,991
2019-03-15,993
2019-03-16,990
2019-03-17,1014
2019-03-18,995
2019-03-19,996
2019-03-20,1002
2019-03-21,977
2019-03-22,974
2019-03-23,987
2019-03-24,986
2019-03-25,989
2019-03-26,980
2019-03-27,971
2019-03-28,978
2019-03-29,980
2019-03-30,991
2019-03-31,1005
2019-04-01,553
2019-04-02,547
2019-04-03,540
2019-04-04,547
2019-04-05,554
2019-04-06,554
2019-04-07,539
2019-04-08,540
2019-04-09,548
2019-04-10,542
2019-04-11,532
2019-04-12,545
2019-04-13,528
2019-04-14,533
2019-04-15,553
2019-04-16,539
2019-04-17,535
2019-04-18,541
2019-04-19,549
2019-04-20,549
2019-04-21,538
2019-04-22,532
2019-04-23,561
2019-04-24,549
2019-04-25,549
2019-04-26,542
2019-04-27,548
2019-04-28,545
2019-04-29,543
2019-04-30,548
2019-05-01,543
2019-05-02,538
2019-05-03,513
2019-05-04,533
2019-05-05,540
2019-05-06,542
2019-05-07,546
2019-05-08,557
2019-05-09,540
2019-05-10,527
2019-05-11,538
2019-05-12,536
2019-05-13,546
2019-05-14,533
2019-05-15,548
2019-05-16,537
2019-05-17,554
2019-05-18,547
2019-05-19,539
2019-05-20,529
2019-05-21,545
2019-05-22,549
2019-05-23,553
2019-05-24,548
2019-05-25,544
2019-05-26,525
2019-05-27,532
2019-05-28,535
2019-05-29,534
2019-05-30,549
2019-05-31,545
2019-06-01,1004
2019-06-02,980
2019-06-03,1010
2019-06-04,1005
2019-06-05,1000
2019-06-06,1010
2019-06-07,997
2019-06-08,995
2019-06-09,1000
2019-06-10,1006
2019-06-11,999
2019-06-12,1013
2019-06-13,1025
2019-06-14,1003
2019-06-15,1014
2019-06-16,1015
2019-06-17,1010
2019-06-18,1014
2019-06-19,1039
2019-06-20,1026
2019-06-21,1019
2019-06-22,1016
2019-06-23,1019
2019-06-24,1009
2019-06-25,1025
2019-06-26,1026
2019-06-27,1031
2019-06-28,1008
2019-06-29,1018
2019-06-30,1023
2019-07-01,1027
2019-07-02,1018
2019-07-03,1021
2019-07-04,1032
2019-07-05,1047
2019-07-06,1025
2019-07-07,1031
2019-07-08,1042
2019-07-09,1039
2019-07-10,1039
2019-07-11,1043
2019-07-12,1034
2019-07-13,1032
2019-07-14,1040
2019-07-15,1029
2019-07-16,1044
2019-07-17,1049
2019-07-18,1039
2019-07-19,1055
2019-07-20,1045
2019-07-21,1059
2019-07-22,1034
2019-07-23,1059
2019-07-24,1060
2019-07-25,1071
2019-07-26,1054
2019-07-27,1036
2019-07-28,1045
2019-07-29,1073
2019-07-30,1051
2019-07-31,1077
2019-08-01,1077
2019-08-02,1075
2019-08-03,1048
2019-08-04,1061
2019-08-05,1049
2019-08-06,1066
2019-08-07,1068
2019-08-08,1050
2019-08-09,1067
2019-08-10,1049
2019-08-11,1065
2019-08-12,1062
2019-08-13,1067
2019-08-14,1074
2019-08-15,1096
2019-08-16,1075
2019-08-17,1083
2019-08-18,1071
2019-08-19,1076
2019-08-20,1070
2019-08-21,1063
2019-08-22,1073
2019-08-23,1057
2019-08-24,1099
2019-08-25,1063
2019-08-26,1076
2019-08-27,1080
2019-08-28,1084
2019-08-29,1090
2019-08-30,1093
2019-08-31,1071
2019-09-01,939
2019-09-02,913
2019-09-03,896
2019-09-04,903
2019-09-05,898
2019-09-06,915
2019-09-07,933
2019-09-08,922
2019-09-09,920
2019-09-10,890
2019-09-11,878
2019-09-12,909
2019-09-13,932
2019-09-14,918
2019-09-15,921
2019-09-16,897
2019-09-17,897
2019-09-18,886
2019-09-19,919
2019-09-20,913
2019-09-21,912
2019-09-22,924
2019-09-23,895
2019-09-24,894
2019-09-25,888
2019-09-26,914
2019-09-27,906
2019-09-28,926
2019-09-29,923
2019-09-30,889
2019-10-01,889
2019-10-02,902
2019-10-03,882
2019-10-04,897
2019-10-05,924
2019-10-06,930
2019-10-07,907
2019-10-08,907
2019-10-09,878
2019-10-10,890
2019-10-11,909
2019-10-12,917
2019-10-13,919
2019-10-14,895
2019-10-15,887
2019-10-16,875
2019-10-17,888
2019-10-18,915
2019-10-19,907
2019-10-20,924
2019-10-21,901
2019-10-22,872
2019-10-23,880
2019-10-24,895
2019-10-25,906
2019-10-26,922
2019-10-27,895
2019-10-28,891
2019-10-29,898
2019-10-30,880
2019-10-31,893
2019-11-01,908
2019-11-02,900
2019-11-03,933
2019-11-04,899
2019-11-05,873
2019-11-06,875
2019-11-07,886
2019-11-08,905
2019-11-09,907
2019-11-10,897
2019-11-11,900
2019-11-12,876
2019-11-13,863
2019-11-14,888
2019-11-15,911
2019-11-16,943
2019-11-17,902
2019-11-18,885
2019-11-19,872
2019-11-20,880
2019-11-21,881
2019-11-22,902
2019-11-23,935
2019-11-24,918
2019-11-25,903
2019-11-26,885
2019-11-27,857
2019-11-28,868
2019-11-29,902
2019-11-30,903
2019-12-01,918
2019-12-02,892
2019-12-03,876
2019-12-04,866
2019-12-05,881
2019-12-06,887
2019-12-07,921
2019-12-08,913
2019-12-09,888
2019-12-10,870
2019-12-11,873
2019-12-12,881
2019-12-13,886
2019-12-14,906
2019-12-15,921
2019-12-16,888
2019-12-17,878
2019-12-18,871
2019-12-19,890
2019-12-20,905
2019-12-21,912
2019-12-22,915
2019-12-23,886
2019-12-24,874
2019-12-25,875
2019-12-26,879
2019-12-27,906
2019-12-28,888
2019-12-29,902
2019-12-30,897
2019-12-31,869
