point_timestamp,point_value
2022-09-25,0.48583788403064665
2022-10-02,1.1766516026798093
2022-10-09,1.1547796436607787
2022-10-16,1.9803804806344512
2022-10-23,3.348952018076415
2022-10-30,2.7730984832344743
2022-11-06,4.138891224995295
2022-11-13,4.801279915053572
2022-11-20,3.819784445573003
2022-11-27,5.507497075994254
2022-12-04,6.549725930177005
2022-12-11,5.199578795344822
2022-12-18,5.192313409041536
2022-12-25,5.197680799860455
2023-01-01,5.46511185080486
2023-01-08,6.219600223427345
2023-01-15,4.635537920172808
2023-01-22,5.750607368144245
2023-01-29,5.068360015852728
2023-02-05,4.967037437824344
2023-02-12,4.717533487824457
2023-02-19,3.4559462919543917
2023-02-26,3.4049631369976114
2023-03-05,2.89344304547819
2023-03-12,4.196692721643759
2023-03-19,3.062556317104332
2023-03-26,1.995456495193029
2023-04-02,2.040203986858908
2023-04-09,1.708975487127208
2023-04-16,1.1081294612172952
2023-04-23,1.7612163519009139
2023-04-30,1.4140512509402208
2023-05-07,0.4346084155899332
2023-05-14,2.2996994752835835
2023-05-21,1.1809601692325358
2023-05-28,1.6135429801031531
2023-06-04,1.6156007588880446
2023-06-11,1.6320958985199243
2023-06-18,2.553307814426705
2023-06-25,2.689223802194517
2023-07-02,3.4796856759213015
2023-07-09,4.187736940185588
2023-07-16,3.847981503191953
2023-07-23,6.132704160284485
2023-07-30,6.242597433546524
2023-08-06,6.691755225800801
2023-08-13,6.844752539655734
2023-08-20,8.569024005058525
2023-08-27,8.310942509312145
2023-09-03,9.661630744098897
2023-09-10,10.133049022408237
2023-09-17,10.638173361591573
2023-09-24,10.959378180492772
2023-10-01,10.913291064485396
2023-10-08,12.0362231129767
2023-10-15,11.36186214547236
2023-10-22,11.668808611209657
2023-10-29,12.554715854841797
2023-11-05,12.207435112078635
2023-11-12,13.364558834023837
2023-11-19,11.774246882340265
2023-11-26,12.079476182206436
2023-12-03,12.58139233129922
2023-12-10,11.313515450184115
2023-12-17,11.542607654966043
2023-12-24,11.177944134904786
2023-12-31,10.15566897847685
2024-01-07,9.792734977396268
