point_timestamp,point_value
2019-01-01,815
2019-01-02,813
2019-01-03,807
2019-01-04,801
2019-01-05,815
2019-01-06,800
2019-01-07,806
2019-01-08,812
2019-01-09,817
2019-01-10,804
2019-01-11,804
2019-01-12,806
2019-01-13,813
2019-01-14,787
2019-01-15,814
2019-01-16,806
2019-01-17,793
2019-01-18,822
2019-01-19,809
2019-01-20,816
2019-01-21,779
2019-01-22,797
2019-01-23,806
2019-01-24,801
2019-01-25,806
2019-01-26,807
2019-01-27,784
2019-01-28,804
2019-01-29,786
2019-01-30,778
2019-01-31,806
2019-02-01,800
2019-02-02,791
2019-02-03,798
2019-02-04,805
2019-02-05,785
2019-02-06,800
2019-02-07,767
2019-02-08,791
2019-02-09,785
2019-02-10,790
2019-02-11,789
2019-02-12,789
2019-02-13,779
2019-02-14,790
2019-02-15,780
2019-02-16,779
2019-02-17,792
2019-02-18,780
2019-02-19,784
2019-02-20,780
2019-02-21,769
2019-02-22,789
2019-02-23,759
2019-02-24,789
2019-02-25,778
2019-02-26,756
2019-02-27,757
2019-02-28,774
2019-03-01,774
2019-03-02,758
2019-03-03,774
2019-03-04,768
2019-03-05,772
2019-03-06,762
2019-03-07,779
2019-03-08,773
2019-03-09,790
2019-03-10,772
2019-03-11,775
2019-03-12,772
2019-03-13,772
2019-03-14,760
2019-03-15,786
2019-03-16,760
2019-03-17,792
2019-03-18,780
2019-03-19,769
2019-03-20,759
2019-03-21,781
2019-03-22,777
2019-03-23,763
2019-03-24,759
2019-03-25,780
2019-03-26,767
2019-03-27,778
2019-03-28,759
2019-03-29,778
2019-03-30,776
2019-03-31,777
2019-04-01,771
2019-04-02,748
2019-04-03,772
2019-04-04,771
2019-04-05,780
2019-04-06,780
2019-04-07,769
2019-04-08,767
2019-04-09,769
2019-04-10,754
2019-04-11,775
2019-04-12,777
2019-04-13,761
2019-04-14,781
2019-04-15,774
2019-04-16,756
2019-04-17,770
2019-04-18,771
2019-04-19,773
2019-04-20,775
2019-04-21,783
2019-04-22,765
2019-04-23,798
2019-04-24,771
2019-04-25,773
2019-04-26,781
2019-04-27,778
2019-04-28,778
2019-04-29,776
2019-04-30,774
2019-05-01,787
2019-05-02,780
2019-05-03,787
2019-05-04,781
2019-05-05,769
2019-05-06,776
2019-05-07,768
2019-05-08,778
2019-05-09,792
2019-05-10,786
2019-05-11,783
2019-05-12,804
2019-05-13,768
2019-05-14,771
2019-05-15,787
2019-05-16,768
2019-05-17,799
2019-05-18,782
2019-05-19,800
2019-05-20,792
2019-05-21,789
2019-05-22,805
2019-05-23,788
2019-05-24,793
2019-05-25,800
2019-05-26,789
2019-05-27,811
2019-05-28,810
2019-05-29,797
2019-05-30,767
2019-05-31,791
2019-06-01,799
2019-06-02,804
2019-06-03,809
2019-06-04,800
2019-06-05,803
2019-06-06,794
2019-06-07,811
2019-06-08,810
2019-06-09,795
2019-06-10,798
2019-06-11,790
2019-06-12,799
2019-06-13,792
2019-06-14,815
2019-06-15,804
2019-06-16,809
2019-06-17,822
2019-06-18,808
2019-06-19,798
2019-06-20,826
2019-06-21,805
2019-06-22,793
2019-06-23,809
2019-06-24,809
2019-06-25,832
2019-06-26,815
2019-06-27,815
2019-06-28,832
2019-06-29,823
2019-06-30,809
2019-07-01,814
2019-07-02,813
2019-07-03,830
2019-07-04,818
2019-07-05,835
2019-07-06,808
2019-07-07,821
2019-07-08,826
2019-07-09,810
2019-07-10,811
2019-07-11,833
2019-07-12,832
2019-07-13,818
2019-07-14,836
2019-07-15,835
2019-07-16,807
2019-07-17,829
2019-07-18,848
2019-07-19,839
2019-07-20,848
2019-07-21,857
2019-07-22,816
2019-07-23,821
2019-07-24,838
2019-07-25,835
2019-07-26,838
2019-07-27,845
2019-07-28,844
2019-07-29,843
2019-07-30,829
2019-07-31,855
2019-08-01,845
2019-08-02,855
2019-08-03,847
2019-08-04,870
2019-08-05,835
2019-08-06,849
2019-08-07,853
2019-08-08,848
2019-08-09,845
2019-08-10,864
2019-08-11,868
2019-08-12,855
2019-08-13,847
2019-08-14,858
2019-08-15,827
2019-08-16,835
2019-08-17,849
2019-08-18,849
2019-08-19,845
2019-08-20,845
2019-08-21,861
2019-08-22,845
2019-08-23,867
2019-08-24,860
2019-08-25,857
2019-08-26,872
2019-08-27,874
2019-08-28,858
2019-08-29,861
2019-08-30,860
2019-08-31,853
2019-09-01,870
2019-09-02,855
2019-09-03,868
2019-09-04,854
2019-09-05,855
2019-09-06,871
2019-09-07,861
2019-09-08,873
2019-09-09,868
2019-09-10,838
2019-09-11,868
2019-09-12,862
2019-09-13,876
2019-09-14,869
2019-09-15,855
2019-09-16,870
2019-09-17,871
2019-09-18,853
2019-09-19,857
2019-09-20,876
2019-09-21,872
2019-09-22,871
2019-09-23,861
2019-09-24,860
2019-09-25,880
2019-09-26,866
2019-09-27,861
2019-09-28,860
2019-09-29,862
2019-09-30,862
2019-10-01,854
2019-10-02,861
2019-10-03,867
2019-10-04,870
2019-10-05,864
2019-10-06,868
2019-10-07,863
2019-10-08,861
2019-10-09,879
2019-10-10,879
2019-10-11,871
2019-10-12,869
2019-10-13,868
